Text,Language
nous sommes très excités parce que.,French
nous' J'ai appris beaucoup de ces mots intelligents et nous avons tendance à en mettre deux trois quatre dans une phrase qui ne semble pas naturelle.,French
"Donc, un à la fois, assurez-vous que vous prononcez le mot de la bonne manière, allez sur Google et tapez le mot et dans la recherche juste en haut, vous verrez une petite icône de haut-parleur cliquer sur ce haut-parleur.",French
et écoutez la prononciation une ou deux fois.,French
"et vous êtes prêt à partir et si vous avez aimé cette vidéo, n'oubliez pas de nous féliciter avec un commentaire.",French
pour moi en dessous de me dire lequel de ces 10 mots quel est votre préféré et aussi.,French
"si vous ne l'avez pas déjà fait, appuyez sur le bouton d'inscription et sur l'icône en forme de cloche juste à côté et bonne écoute.",French
"hé les gars, bienvenue sur ma chaîne dans cette vidéo.",French
Je vais vous donner le top 50 des phrases anglaises que vous pouvez utiliser dans votre vie quotidienne.,French
donc si vous êtes sur le point de vous lancer dans votre voyage.,French
"dans un pays anglophone, vous pouvez totalement l'utiliser.",French
phrases si vous apprenez l'anglais depuis un certain temps et que vous souhaitez reprendre l'apprentissage.,French
"c'est la meilleure vidéo pour commencer, alors allons-y 50 phrases en anglais en 10 minutes, espérons-le.",French
"phrase numéro un, c'est une autre façon de demander.",French
Comment vas-tu?,French
Comment ça se passe?,French
comment ça va?.,French
alors vous rencontrez quelqu'un et vous chronométrez comment ça se passe ?.,French
"phrase numéro deux quand vous n'avez pas vu quelqu'un depuis un moment, vous lui dites depuis longtemps de ne pas voir, ce qui signifie que vous n'avez pas vu cette personne peut-être des semaines ou des mois depuis longtemps sans numéro de phrase.",French
trois si vous voulez vous demander ce que vous avez fait.,French
vous demandez ce que vous avez fait alors qu'est-ce qui se passait dans votre vie ?.,French
qu'avez-vous fait pour les élever avant si tout se passe?,French
"Eh bien, vous pouvez simplement répondre ne peut pas se plaindre, tout est vraiment cool.",French
"Je ne peux pas me plaindre de la phrase suivante, quelqu'un vous dit quelque chose et vous ne l'avez pas vraiment mentionné dans la conversation, comme s'il pensait que vous avez un nouvel emploi, et vous lui demandez.",French
Comment savez-vous?.,French
où avez-vous les nouvelles comme comment allez-vous.,French
"sachez que si quelqu'un raconte une blague cool, vous pouvez dire que c'est une bonne blague.",French
"c'est une bonne blague, donc la phrase est bonne.",French
"si vous voulez remercier quelqu'un, vous pouvez dire que c'est très gentil de votre part, merci beaucoup d'avoir fait cela, c'est très gentil de votre part, c'est très gentil de votre part si quelqu'un.",French
"essayait de vous aider, mais n'a pas pu atteindre le résultat que vous pouvez dire.",French
"merci quand même ça n'a pas d'importance, mais merci quand même.",French
je vous remercie pour vos efforts.,French
"non merci de toute façon, et une autre phrase que j'utilise parfois dans mon email quand je n'ai pas demandé de personne.",French
je demande et puis je dis à la fin.,French
"merci d'avance, ce qui signifie que j'espère vraiment que vous allez.",French
faites-le en vous remerciant d'avance.,French
"merci d'avance si quelqu'un a fait une erreur, et il en est vraiment énervé.",French
vous pouvez simplement dire pas de soucis.,French
"ne vous inquiétez pas, ne vous inquiétez pas, ce qui signifie ne vous en faites pas.",French
C'est bon.,French
"pas de soucis, imaginez que vous êtes rentré à la maison et que tous vos amis sont assis sur votre canapé.",French
et vous êtes comme ce qui se passe ici comme ce que vous faites ici ?.,French
que se passe-t-il si vous n'avez pas attrapé quelque chose ou si vous ne comprenez pas la personne à qui vous pouvez toujours demander si je vous ai bien compris ?.,French
puis allez-y et expliquez où vous avez obtenu je vous ai bien compris ?.,French
"si vous demandez à quelqu'un de ne pas être contrarié de ne pas pleurer, vous pouvez lui dire de ne pas le prendre à cœur.",French
"ne le prenez pas au sérieux, ne soyez pas si contrarié, ne le prenez pas à cœur.",French
"une autre façon de demander si vous n'avez pas saisi une partie d'une phrase, vous pouvez dire que je n'ai pas saisi le dernier mot.",French
Je suis désolé.,French
pouvez-vous le répéter parce que je n'ai pas saisi le dernier mot s'il veut que quelqu'un répète la phrase entière à nouveau.,French
vous pouvez dire désolé.,French
je n'écoutais pas parce que tu étais peut-être occupé.,French
"peut-être que vous parliez au téléphone et que quelqu'un vous parlait, et vous êtes comme.",French
oh mon Dieu.,French
désolé je n'écoutais pas.,French
pouvez-vous le répéter ?.,French
Je suis désolé.,French
je n'écoutais pas une autre phrase que j'utilise tout le temps.,French
ça n'a pas d'importance comme ne t'inquiète pas si tu me laisse tomber ton café partout c'est comme si ça n'avait pas d'importance.,French
ça ira.,French
je' Je vais quand même à la lessive.,French
peu importe si vous voulez souhaiter bonne chance à quelqu'un.,French
"et je fais toujours ça, tu peux dire les doigts croisés et tu croises les doigts comme ça.",French
doigts croisés.,French
une autre phrase que les Américains utilisent est vraiment mauvaise qui l'explique et.,French
"la situation est que vous n'avez pas obtenu quelque chose et que vous obtenez un effet supplémentaire, et vous l'avez.",French
et tu es comme oh ça l'explique qui l'explique.,French
une autre façon de dire à la personne de ne pas être contrariée est de dire que les choses se passent comme si tout allait bien.,French
"les choses arrivent, ne vous inquiétez pas si vous n'avez pas le nom d'une personne à qui vous voulez lui parler.",French
vous pouvez dire pardon de vous déranger vous savez que vous voyez.,French
"quelqu'un est occupé, vous pouvez toujours dire pardon de vous déranger et ensuite vous pouvez demander.",French
désolé de vous déranger.,French
si vous êtes au milieu de quelque chose chez quelqu'un ' vous demande quelque chose que vous pouvez dire oh.,French
"vous êtes au milieu de quelque chose et quelqu'un quelqu'un vous demande de faire quelque chose que vous dites, je suis désolé.",French
"Je serai avec toi dans une minute, je serai avec toi et puis tu recommenceras à faire quelque chose et tu diras où en étions-nous.",French
comme quand nous nous sommes arrêtés où nous étions et vous devez le répéter parce que c'est le son avec lequel certains se trompent.,French
c'est donc un excellent moyen de pratiquer où étions-nous encore si vous êtes au milieu d'une conversation?,French
"et vous n'avez pas compris ce que l'autre personne disait, vous pouvez dire que vous disiez et avec un point d'interrogation.",French
ce qui signifie qui incite la personne à répéter encore une fois?,French
tu disais .,French
"si quelqu'un a un travail de ses rêves de tout ce que vous pouvez dire chanceux vous ou quelqu'un est entré dans l'université de ses rêves comme vous avez de la chance, c'est une façon de féliciter la personne chanceuse ou simplement de souligner qu'il a de la chance, vous avez de la chance une autre façon de dire que vous êtes vraiment en colère, c'est-à-dire que j'ai paniqué comme si j'étais tellement en colère que j'ai paniqué, c'est super en colère.",French
"oh, c'est presque fou.",French
"J'ai paniqué une autre phrase que les locuteurs natifs utilisent est bonne pour vous et cela pourrait être à la fois positif et négatif quand vous dites que j'ai été promu et s'ils disent bien pour vous, comme des félicitations et parfois si vous dites que je quitte cet endroit.",French
"ils sont comme bons pour vous, ce serait mieux sans vous et c'est une signification négative alors écoutez vraiment l'intonation.",French
"si quelque chose vous surprend, vous pouvez aussi dire que vous vous moquez de moi comme oh mon dieu.",French
"Je ne peux pas croire que vous vous moquez de moi de dire à quelqu'un de sourire et d'être heureux, vous pouvez toujours dire remonter le moral.",French
"si vous voulez que quelqu'un ait l'air de pleurer et de se plaindre de quelque chose qui ne se passe pas, vous pouvez dire viens je suis tu peux le faire je?",French
Allons.,French
vous pouvez le faire vous pouvez passer le toefl vous pouvez passer le gmat vous l'obtiendrez.,French
"vous pouvez le faire si quelqu'un va vraiment bien, vous pouvez lui dire de continuer le bon travail, de continuer le bon travail comme d'être aussi bon que vous êtes et de continuer le bon travail continue d'être une autre phrase est familière, et c'est ce que les américains dire.",French
"c'est allumé, ce qui signifie que c'est incroyable que de nombreux Américains ont dit en Californie.",French
"oh c'est allumé et vous l'avez probablement entendu dans des chansons qui ' est allumé si quelqu'un réussit après des échecs, donc vous pouvez dire que vous y allez, je vous ai dit que vous y arriverez, vous y allez si quelqu'un vous demande si vous êtes fatigué et que vous voulez dire que vous n'êtes pas fatigué du tout vous peut dire pas un peu nah.",French
Je veux continuer je ne suis pas fatigué de ne pas en avoir quand quelqu'un te demande tu es sûr et tu es presque sûr que tu peux dire qu'il n'y a pas de place pour ça?,French
"il n'y a pas de place pour le doute en amérique si vous voulez envoyer un SMS à quelqu'un ou lui envoyer un message que vous dites texte à texte donc je vais vous envoyer un SMS signifie que je vous enverrai un message via WhatsApp ou un télégramme ou un messager de tout ce qui utilise je vais Envoyez-vous à nouveau un texto pour remonter le moral de quelqu'un pour lui dire de ne pas être contrarié, vous pouvez dire que ça ne vaut pas la peine ça ne vaut pas le coup.",French
tu es tellement meilleur que le problème dont tu pleures ça ne vaut pas tes larmes.,French
"ça ne vaut pas la peine, j'aime personnellement la phrase que vous rockez, ce qui signifie que vous êtes incroyable.",French
oh mon Dieu.,French
vous bercez-vous?,French
"non, vous avez fait un travail incroyable.",French
"vous êtes rock si quelqu'un ne travaille pas vraiment bien et que vous voulez qu'il travaille plus dur, vous pouvez dire que vous devriez faire un effort supplémentaire, ce qui signifie que, comme travailler plus dur, vous devriez faire un kilomètre supplémentaire.",French
une autre façon de dire la même chose que vous pouvez dire intensifier votre jeu comme travailler plus dur travailler mieux intensifier votre jeu.,French
si quelqu'un pleure et n'en veut pas.,French
"ça coule, dis-tu, ressaisis-toi comme littéralement prends-toi et ressaisis-toi, arrête de travailler hey calmez-vous ensemble une autre phrase que.",French
J'aime que tu m'as vendu parce que parfois les gens décrivent leur voyage ou quelqu'un qu'ils ont acheté et ils le décrivent si bien.,French
"et ils sont comme si je voulais acheter la même chose et je leur dis que tu l'as vendu tu m'as vendu je n'achèterais pas ça bien, tu m'as vendu si tu n'es pas intéressé par la conversation.",French
"vous êtes comme assis, vous pouvez dire que je m'en fiche, c'est tellement ennuyeux.",French
je ne suis pas intéressé.,French
Je m'en fiche si quelqu'un vous demande quelque chose et c'est une décision vraiment facile pour vous comme quelqu'un vous dit de prendre mon 1 million de dollars et vous dites que c'est une évidence.,French
je vais le prendre.,French
"c'est une évidence signifie que c'est une décision très facile pour vous si vous avez fait quelque chose de mal et que vous l'admettez, vous pouvez dire que j'ai merdé oui les gars.",French
je sais.,French
Je suis désolé.,French
J'ai foiré.,French
c'est mon erreur.,French
"J'ai foiré je l'ai foiré si vous voulez que quelqu'un travaille à ma place, vous pouvez dire.",French
peux-tu me couvrir comme tu peux travailler à ma place pendant que je je vois mon ami.,French
"pouvez-vous me couvrir, il est temps de partir et les gars, je ferais mieux d'y aller, ce qui signifie que je devrais déjà y aller.",French
c'est vous savez.,French
il est en fait 13 à 21 heures.,French
maintenant.,French
Je ferais mieux d'aller d'une autre façon pour dire au revoir.,French
"je peux dire prendre soin, ce qui signifie prendre soin de vous.",French
je te verrai plus tard.,French
prendre soin.,French
"Je ne sais pas quel jour est-ce que vous regardez cette vidéo, mais si c'est vendredi par exemple le week-end.",French
vous pouvez dire merci cieux est vendredi ou penser que cieux a dit samedi week-end découverte.,French
"Je suis si heureux que ce soit les gars 50 phrases en anglais, faites-moi savoir si cela vous a été utile en aimant cette vidéo et en commentant ci-dessous si vous connaissez d'autres phrases intéressantes.",French
ce serait génial qu'il y ait un bouton rouge là-bas quelque part.,French
Bonjour et bienvenue.,French
"dans cette vidéo, je vais vous donner 100 phrases courantes et très utiles que vous pouvez utiliser dans une conversation.",French
"quand vous entendez une phrase, pratiquez-la après moi.",French
essayez de copier ma prononciation exactement en incluant le ton de la voix que j'utilise.,French
"d'accord, commençons.",French
salutations de base comment ça va?,French
comment ça va?,French
quoi de neuf?,French
Ravi de vous rencontrer.,French
ça fait longtemps.,French
comment avez-vous été?,French
grand merci.,French
et vous?,French
pas tant.,French
l'habituel.,French
je dois y aller.,French
ce fut un plaisir de vous rencontrer plus tard.,French
reste en contact.,French
demander des informations.,French
pouvez-vous me dire ce que signifie ce mot?,French
sauriez-vous où se trouve la bibliothèque?,French
hésitant.,French
C'est une bonne question.,French
laisse moi voir.,French
laissez-moi réfléchir un instant.,French
demander la répétition.,French
pardon?,French
"désolé, je n'ai pas compris.",French
cela vous dérangerait-il de le répéter?,French
"peux-tu parler un peu plus lentement, S'il vous plaît?",French
"en disant ""je ne sais pas"".",French
j'ai peur de n'en avoir aucune idée.,French
"ne peut pas vous aider, désolé.",French
me bat.,French
des avis.,French
Qu'est ce que tu penses de ça?,French
Quel est ton avis là-dessus?,French
je pense que c'est une bonne idée.,French
"Honnêtement, je ne pense pas que ça va marcher.",French
"en ce qui me concerne, c'est le meilleur restaurant de la ville.",French
éviter une question.,French
je n'ai pas d'opinion sur la question.,French
Laisse-moi te reparler de ça.,French
je ne suis pas libre de le dire.,French
d'accord et en désaccord.,French
Je ne pourrais pas être plus d'accord.,French
vous avez absolument raison.,French
je suis d'accord avec vous à 100%.,French
Vous frappez le clou sur la tête.,French
je ne suis pas sûr d'être d'accord.,French
j'ai peur de ne pas être d'accord.,French
je pense que vous vous trompez.,French
l'interrompre poliment.,French
Désolé de vous interrompre.,French
puis-je vous arrêter là un instant?,French
ça vous dérange si je saute ici?,French
aller de l'avant.,French
allez-y.,French
laissez-moi finir.,French
attendez un instant.,French
suggestions.,French
que dites-vous que nous allons au cinéma?,French
que diriez-vous d'avoir une pizza pour le dîner ce soir?,French
ce serait génial.,French
me semble bien.,French
je ne suis pas sûre de ça.,French
non je ne pense pas.,French
faire des plans.,French
Qu'est-ce que tu fais ce soir?,French
avez-vous des projets pour demain?,French
es-tu libre samedi prochain?,French
tu veux faire quelque chose ce week-end?,French
"bien sûr, qu'avez-vous à l'esprit?",French
"je suis libre tout le week-end, faisons quelque chose.",French
"non, désolé, j'ai déjà des plans en colère.",French
je suis un peu occupé demain.,French
J'adorerais faire quelque chose mais je ne peux pas.,French
autorisation.,French
cela vous dérange-t-il si j'utilise votre téléphone portable?,French
est-ce que ça irait si je prenais congé demain?,French
"oui, assurez-vous, allez-y.",French
Non pas du tout.,French
"malheureusement, je dois dire non.",French
je préfère que vous ne le fassiez pas.,French
j'ai peur de le faire.,French
faire des demandes.,French
"pourrais-tu me passer le sel, S'il vous plaît?",French
ça vous dérangerait de me prêter de l'argent?,French
Je me demandais si vous pouviez m'aider avec ça.,French
bien sûr pas de problème.,French
"Ouais, bien sûr.",French
je serais heureux de vous aider.,French
"désolé, je ne peux pas pour le moment.",French
j'ai peur de ne pas pouvoir.,French
faire des offres.,French
puis-je vous offrir un verre d'eau?,French
que diriez-vous de la glace?,French
voulez-vous que je vous ramène à la maison?,French
Oui s'il vous plaît.,French
"Ce serait génial, merci.",French
je vais bien mais merci pour l'offre.,French
"non, je vais bien, merci.",French
remercier les gens.,French
mille mercis.,French
bravo je l'apprécie vraiment.,French
C'est très gentil de votre part.,French
je ne peux pas vous remercier assez.,French
Ce n'est rien.,French
ne le mentionnez pas.,French
à tout moment.,French
mon plaisir.,French
demander à quelqu'un d'attendre.,French
"pouvez-vous tenir le moment, s'il vous plaît?",French
attendez une seconde.,French
supporte-moi juste un instant.,French
je serai bien avec toi.,French
s'excuser.,French
je suis vraiment désolé pour ça.,French
Veuillez accepter mes excuses.,French
ne t'en fais pas.,French
pas de soucis.,French
"d'accord, si vous voulez plus de leçons sur les phrases et les expressions courantes, faites-le moi savoir dans la section commentaires ci-dessous.",French
"aussi si vous avez aimé cette vidéo, donnez-lui un coup de pouce en appuyant sur le bouton J'aime et n'oubliez pas de vous abonner à cette chaîne en cliquant sur le bouton d'abonnement pour obtenir mes dernières leçons ici sur YouTube.",French
bon apprentissage et je vous verrai bientôt dans une autre leçon le pain d'or il était une fois dans un petit village une femme nommée marion.,French
"avec sa fille unique, narcisa marion était extrêmement humble et douce narcisa cependant était complètement le contraire, vous voyez, elle était belle au-delà des mots, elle était comme une vie.",French
poupée et la partie la plus amusante est qu'elle s'aimait sans fin narcisa vous.,French
Aidez-moi à faire cuire le pain hein pas question maman les servantes de farine tous mes yeux brillants et brillants.,French
"narcisa pourriez-vous m'aider à planter ces graines, pourquoi ferais-je cela?",French
"elle se croyait trop grande pour faire quelque travail que ce soit, de nombreux prétendants venaient demander la main de narcisse en mariage.",French
"comme sa beauté était connue de loin, mais elle les a tous rejetés très grossièrement, pourquoi avez-vous renvoyé ces hommes hier, ils semblaient gentils, vous ne pouvez pas être une mère sérieuse.",French
avait de si petits yeux presque comme ceux d'un oiseau et l'autre avait un nez énorme que je ne voudrais pas être près de lui.,French
quand il a éternué oh oh et le dernier arrêt non je ne veux plus entendre tout ce que je pouvais voir était que ces hommes étaient vraiment gentils ma chère tu dois connaître cette beauté.,French
"ce n'est pas tout ce que tu dois réaliser, maman, je mérite quelqu'un comme un prince ou un chevalier.",French
"oh chérie, une nuit alors qu'elle dormait, sa mère était assise à ses côtés en la regardant.",French
ma chère enfant tu es si belle et adorable mais tu ne te soucies de rien d'autre que de ta beauté.,French
"à ce moment, narcisse se mit à rire dans son sommeil, sa mère fut extrêmement surprise de voir à quel point elle devait être gentille en train de faire un rêve vraiment drôle le lendemain matin quand elle narcisse.",French
"Je me suis réveillé, elle était tout sourire et rire ici chérie, dis-moi de quoi tu rêvais.",French
"Hier soir, bien maman, c'était un rêve tellement incroyable tu sais qu'il y avait ce prince qui est venu vers moi.",French
"et a dit qu'il voulait m'épouser, il était venu dans une voiture d'or et il était habillé de haut en bas et d'or aussi quel rêve idiot.",French
et vous savez que la meilleure partie de cela était quand j'étais dans ma robe de mariée qui était d'or aussi bien sûr que tout le monde ne regardait que moi narcisa il n'y a rien d'étonnant dans ce rêve.,French
"c'était une maman de rêve très égoïste, vous ne savez pas ce que vous dites, ce rêve m'a fait réaliser que j'ai besoin de nourriture beaucoup plus grande que le type que je mange ici à la maison, du pain en or.",French
il suffit de penser à cette pauvre mère narcisse qui était si inquiète pour sa fille et comment.,French
"elle vivrait sa vie ce jour-là, deux amis sont venus rendre visite à leur mère narcisse, ils étaient mellie et terry, ils étaient tous les trois amis depuis des lustres, mais Terry et ellie avaient un secret.",French
"étaient des êtres magiques quelque chose que la mère de Narcisse ne savait rien de Terry Melli oh c'est si bon de te voir ça fait très longtemps Comment avez-vous été j'ai été très bien j'aurais été mieux si seulement si seulement et si seulement ma fille Narcisa était un peu plus compréhensive marian a dit à Mellie et Terry tout sur Narcisa et comment elle était inquiète pour elle, elle veut manger pain en or que dois-je faire avec elle bien peut-être si son rêve se réalise.",French
"ce serait merveilleux ne serait-ce pas bien, peu importe je suppose qu'avec le temps, elle apprendra, parlons d'autre chose.",French
"plus tard, mellie et Terry firent leurs adieux à leur vieil ami et s'en allèrent en se souriant secrètement cette nuit-là, mère et fille.",French
je me suis préparée pour la mère au lit j'espère vraiment que mon rêve se réalise vous savez oh narcisa le lendemain alors que narcisa et sa mère étaient dehors dans leur jardin une belle.,French
"Un chariot d'or les rejoignit, il était parsemé de pierres précieuses et de diamants et était extrêmement magnifique.",French
"alors que cela s'arrêtait, un bel homme en sortit et regarda Narcisa, elle fut complètement décontenancée de voir à quel point il était beau, mon rêve se réalisait réellement euh.",French
quel bonjour je suis venu ici pour demander la main de narcisse en mariage mais comment connaissez-vous son nom et qui êtes-vous.,French
Je suis Terrence l'ange de la bonne fortune Le nom et la beauté de ta fille sont connus dans le monde entier ici je t'ai apporté un cadeau quoi mais tu le connais à peine tu ne peux pas aller avec lui.,French
oh idiot il est riche et beau que demander de plus Terrence J'accepte ta proposition.,French
"et avec cela, elle monta dans sa voiture et sans même dire au revoir à sa mère, elle partit avec l'ange alors qu'ils voyageaient, la voiture entra soudainement dans un portail magique, elle traversa une zone orageuse la voiture se cogna énormément et narcissa.",French
était très effrayé ne vous inquiétez pas mon cher tout cela sera bientôt fini juste au moment où il a dit que la voiture passait par un autre portail et atteignait l'allée.,French
"d'un immense et magnifique château doré narcisa était étonnée de toute la beauté qu'elle a vue je savais que je méritais tant de richesses je savais que vous aimeriez tout ce que vous voulez, vous trouverez ici de la plus jolie des robes au plus savoureux des aliments tout cela dans mon palais, en parlant de nourriture, j'ai vraiment faim après ce trajet m affamé puis-je avoir un de ces plats savoureux bien sûr ici viande malodorante mélisse elle vous offrira tout ce que vous voulez j'ai tellement entendu parler de vous pauvre cher vous avez faim n'est-ce pas venez allons à la table à manger et Je vais vous apporter de la nourriture, oh merci, ils sont allés dans la salle à manger et là, sur la table, se trouvait la nourriture la plus étonnante que narcisa ait jamais vue, c'est parce que les confitures sont faites.",French
de rubis les salades d'émeraudes et le pain là-bas est fait de pain doré d'or comme cette confiture aura l'air et le goût délicieux avec le pain qu'elle a pris une tranche avec le.,French
"confiture de rubis dessus et a pris une énorme bouchée c'est tellement chaud que je ne peux pas bien manger c'est du pain en or et le meilleur aussi mais si vous ne pouvez pas le manger, je devrais vous obtenir du pain d'argent vous mangez.",French
"quelque chose d'autre mais je veux du pain normal que je puisse manger, tu n'as pas ce look alors la future épouse de mon père, il fait froid, tu ne dois manger que le meilleur narcis J'ai regardé toute la nourriture.",French
"mais elle avait le cœur brisé pour tout ce qui était immangeable, elle a vite commencé à pleurer, je ne veux pas de ça mais la nourriture est vraiment bonne.",French
"ici, essayez des pommes de terre dorées, elles sont vraiment bonnes et après que vous soyez marié avec moi.",French
tu devras manger tout ça je pensais que tu aimais les choses chics non je ne veux pas t'épouser je veux rentrer à la maison.,French
à ma mère laissez-moi rentrer à la maison melissa et terrence se regardèrent et se mirent bien un clin d'œil.,French
"si c'est vraiment ce que tu veux, je te ramène chez toi.",French
Terrence a pris les pleurs et malheureux.,French
"narcis à la maison dans la voiture, elle a commencé à réfléchir profondément aux choix qu'elle avait faits en rentrant chez elle.",French
"elle a couru embrasser sa mère qui était assise dans la maison triste ni sœur o ma douce fille, je pensais que je ne te reverrais jamais.",French
oh maman je t'aime tellement et tu avais l'air juste et les richesses ne sont pas tout le pain d'or était inutile car je ne pouvais pas le manger et l'homme même si.,French
"il était beau il ne se souciait pas du tout de moi mais mon cher, est-ce que tu te rends compte que c'est exactement la façon dont tu as traité les autres je sais que je suis tellement désolé pour la façon dont j'ai agi maman oh non c'est bien depuis que tu as vu.",French
"quelle a été votre erreur, nous allons vous nourrir quelque chose de gentil à partir de ce jour-là.",French
"narcisa a changé ses manières, elle a lutté au début mais lentement et patiemment elle a commencé à devenir beaucoup plus gentille un jour, mellie et terry sont venus rencontrer marian à nouveau oh bonjour à vous deux alors dites-nous marian.",French
Comment' Le narcissisme de s maintenant marian leur a dit à tous les deux tout ce qui s'était passé et elle a tellement changé depuis cette époque.,French
a-t-elle je suppose qu'elle ne voudrait plus de pain d'or maintenant hein tu sais.,French
"Terry, tu ressembles un peu à cet ange, mais qu'est-ce que je vois comment pourrais-tu être lui, vous deux êtes si gentils",French
"
.we zijn allemaal op zoek naar snelle manieren om vloeiend Engels te spreken ik weet dat ik begrijp wat er gebeurt, is dat er maar een paar woorden rond onze hersenen cirkelen en dat we dit hele gesprek moeten voeren met gewoon geweldig geweldig cool of episch dus hoe zit het met wij leer enkele slimme nieuwe Engelse woorden die u in uw dagelijks leven kunt gebruiken en verbeter uw vocabulaire in enkele minuten.",Dutch
"dus vandaag gaan we 10 nieuwe slimme woorden leren, hun betekenis, wortelwoorden en voorbeeldzinnen, dus laten we aan de slag gaan, hey dit is allemaal en jullie kijken.",Dutch
en in deze video ga ik je 10 slimme woorden geven voor dagelijks gebruik en aan het einde van deze video.,Dutch
Ik ga je ook een slimme tip geven om heel vloeiend slim woordnummer te laten klinken.,Dutch
"één is overspoeld overspoeld betekent verdrinken of overstromen, maar overspoeld wordt vaak gebruikt in de context van werk zoals ik ' m overspoeld met werk ik heb te veel werk te doen ik ben de hele week overspoeld met werk ik heb amper tijd gehad om te ademen, laten we nu eens kijken naar de wortel van dit woord.",Dutch
"moeras is een stuk wetland en als iemand op de verkeerde plaats in een moeras stapt, kunnen ze gemakkelijk verdrinken en de werkwoordsvorm moeras betekent zinken, dus hier is hoe je dit woord kunt gebruiken.",Dutch
laten we zeggen dat je veel opdrachten hebt en er komt een toets aan en je vrienden komen naar je toe en zeggen.,Dutch
"hey waarom ga je niet met ons om, je kunt tegen ze zeggen dat het me zo spijt, maar ik word overspoeld door werk of ik word overspoeld met andere woorden die je kunt gebruiken in plaats van overspoeld, heb ik te veel Te doen.",Dutch
er ligt teveel op mijn bord.,Dutch
Ik verdrink in mijn werk.,Dutch
ik word overspoeld met opdrachten slim woord nummer twee is catch-22 nu weet ik zeker dat je ' Ik heb dit woord al gehoord voordat catch-22 een onmogelijke situatie betekent waarin je het ene niet kunt doen tenzij je het andere hebt gedaan en je het andere niet kunt doen omdat je de eerste niet hebt gedaan.,Dutch
"Ik heb je in de war gebracht, dus laat me je wat voorbeelden geven.",Dutch
Een catch-22-situatie is wanneer je geen baan krijgt zonder werkervaring te hebben.,Dutch
maar je kunt pas ervaring opdoen als je een baan krijgt.,Dutch
catch-22 werd bedacht door Joseph Heller in zijn beroemde boek met dezelfde naam catch-22 toen hij enkele tegenstrijdige regels beschreef die van toepassing waren op soldaten tijdens de Tweede Wereldoorlog.,Dutch
een ander voorbeeld van catch-22 is dat je een banklening nodig hebt omdat je er niet genoeg van hebt.,Dutch
"geld, maar je zou die banklening niet krijgen tenzij je aan de bank bewijst dat je genoeg geld hebt, dus onthoud de volgende keer dat je vastzit in een lastige situatie.",Dutch
om het woord catch-22 te gebruiken.,Dutch
en krijg deze bewonderende blikken van je vrienden andere woorden die je kunt gebruiken in plaats van catch-22 zijn paradox of dilemma slim woord.,Dutch
nummer drie is suave suave suave middelen om verfijnd te zijn om beleefd evenwichtig cool en.,Dutch
"welgemanierd heeft het woord suave verschillende oorsprong, maar een zeer interessante oorsprong van het woord is wat aangenaam of zoet smakend voorbeeld betekent.",Dutch
"hij is zo evenwichtig en zacht, vooral in het bijzijn van de dames of barack.",Dutch
Obama is zo zacht en gepolijst nu onthoud wanneer je de volgende keer op een feest bent en je deze persoon ziet die zo is.,Dutch
welgemanierd en gecultiveerd en verfijnd.,Dutch
"vergeet niet te zeggen: wie is die vriendelijke kerel die daar in de hoek is, met dit woord zal je woordenschat meteen toenemen.",Dutch
heel zacht zo slim woord nummer vier is afschuwelijk afschuwelijk het woord afschuwelijk betekent iets heel ergs afschuwelijk verschrikkelijk afschuwelijk aanstootgevend afschuwelijk heeft een Latijnse wortel genaamd.,Dutch
wat betekent angst wreed of verschrikkelijk enkele voorbeelden van het woord afschuwelijk zijn de recente verkrachtingsincidenten in Delhi waren afschuwelijk of gevangenen worden behandeld.,Dutch
op een gruwelijke manier wordt soms in gevangenissen gruwelijk ook in het dagelijks leven gebruikt om over een veelvoorkomend kwaad te praten en dat wil je overdrijven.,Dutch
zijn tafelmanieren waren bijvoorbeeld afschuwelijk of haar gevoel voor kleding is zo afschuwelijk of zijn grammatica is afschuwelijk.,Dutch
dus vergeet niet om de volgende keer dat je op het nieuws over een gruwelijke daad hoort.,Dutch
"opmerken en zeggen dat dit een gruwelijke daad is, slim woord nummer 5 is ontzagwekkend, ontzagwekkend, ontzagwekkend, betekent verbazingwekkend verbazingwekkend.",Dutch
"nu gebruiken we hier vaak het woord geweldig ' s een ander woord dat je kunt gebruiken in plaats van geweldig verbazingwekkend, bijvoorbeeld vandaag heb ik een verbazingwekkende score op mijn test, wat betekent dat ik een zeer hoge score heb gehaald of.",Dutch
ik heb een bijna perfecte score.,Dutch
Het woord verbazingwekkend heeft klassieke Latijnse wortels van het woord dat betekent.,Dutch
"verbluft zijn zo ontzagwekkend wordt gebruikt om iets te beschrijven dat verbluffend goed is, ze ziet er bijvoorbeeld ontzagwekkend uit in die jurk of wat een geweldig uitzicht vanaf dit balkon of ik lees dit ontzagwekkende boek dat ik niet kan neerleggen hoe zit het met jou en vertellen.",Dutch
"je vrienden, dat is dit geweldige kanaal voor studenten en sommige andere woorden die je kunt gebruiken in plaats van verbluffend zijn ongelooflijk fantastisch of uitzonderlijk goed, oké, dus voordat we verder gaan met de uitgebalanceerde vijf woorden op deze video, vergeet dan niet om een ​​opmerking onder deze video te plaatsen.",Dutch
